1630761917.1639738,25.5,24.75,24.5,23.5,23.75,24.0,23.0,23.25,26.75,25.5,24.25,23.75,24.0,23.25,23.25,23.5,27.5,27.0,23.75,23.25,23.0,23.0,23.25,23.5,27.75,25.0,24.75,24.25,23.5,23.0,23.25,23.5,23.75,23.5,22.75,23.5,23.0,23.25,23.25,23.75,24.25,24.25,24.0,23.75,23.75,23.25,23.25,23.5,24.75,25.0,23.5,24.0,23.5,23.0,23.25,23.75,24.75,25.0,24.75,24.25,23.75,23.75,23.25,23.75,
1630761917.3359098,26.25,25.25,24.75,23.5,23.75,24.0,23.25,23.5,28.0,26.5,25.0,24.0,23.75,23.5,22.75,23.5,28.5,28.25,26.5,23.75,23.0,22.5,22.75,23.25,27.5,27.0,26.5,24.5,23.25,23.0,23.0,23.25,25.75,25.75,24.0,22.5,23.0,22.75,23.25,23.5,24.25,23.5,24.0,23.25,23.75,23.0,23.0,23.75,24.75,24.75,24.0,24.0,24.0,22.75,23.5,23.5,24.75,25.0,24.75,24.5,24.25,23.75,23.5,24.25,
1630761917.516821,27.5,26.5,24.5,24.0,23.5,23.75,23.0,23.5,28.0,27.5,26.5,24.25,24.25,23.5,23.25,23.75,27.75,28.25,26.25,26.0,23.0,22.75,23.25,23.5,26.0,27.25,28.75,27.0,23.5,23.0,23.25,23.5,25.0,27.5,27.0,27.25,23.75,23.0,23.5,23.5,24.75,26.5,25.0,24.25,23.75,23.75,23.5,23.75,25.25,25.25,24.5,24.5,23.75,22.75,23.25,23.5,24.75,24.75,24.25,24.5,24.75,23.75,23.5,24.5,
1630761917.6979442,24.5,25.5,26.0,24.5,24.5,24.0,23.0,23.25,25.0,26.25,27.5,27.0,24.5,23.25,22.75,23.5,24.75,27.75,27.75,27.75,25.5,23.25,23.25,24.0,24.75,26.75,27.5,28.25,25.5,23.5,23.5,23.5,23.5,25.25,25.25,27.75,27.5,25.25,24.0,23.25,24.0,23.75,24.75,27.0,28.0,24.75,23.75,23.75,24.75,24.25,24.25,26.0,27.0,24.5,23.75,23.5,25.0,25.5,24.0,24.75,25.25,24.0,23.25,24.75,
1630761917.879898,23.75,24.25,23.75,23.25,24.25,24.0,23.0,23.5,23.25,23.5,23.5,24.5,25.25,24.0,22.75,23.75,23.0,23.5,23.25,24.75,27.0,27.0,24.0,24.0,23.5,23.5,24.5,26.75,27.5,27.5,26.25,24.25,23.25,23.0,23.5,26.5,27.75,27.75,26.75,24.5,23.5,23.5,23.75,24.75,27.75,28.0,28.25,27.75,24.75,24.75,23.75,23.75,25.0,26.5,27.75,26.75,24.5,24.5,24.5,24.5,25.25,24.25,25.25,25.5,
1630761918.05971,23.75,24.25,24.25,23.75,23.25,24.25,23.5,23.5,23.25,23.75,23.75,23.5,24.25,23.25,22.75,23.5,23.0,23.5,22.25,22.75,23.0,22.5,23.5,24.25,23.0,23.0,23.0,23.0,25.0,26.0,26.25,27.25,23.0,22.75,22.5,23.0,26.5,27.5,27.75,28.0,24.25,23.75,23.5,24.0,25.75,28.25,28.0,28.75,24.5,24.25,23.5,24.0,24.25,25.5,27.5,28.25,24.5,24.5,24.0,24.5,24.25,24.0,24.25,25.75,
1630761918.234025,23.75,24.0,23.75,23.25,23.75,24.5,23.0,23.0,23.5,23.75,23.5,23.75,23.5,23.25,23.0,22.75,22.75,23.0,22.75,22.75,23.0,23.0,23.0,23.75,23.0,23.0,23.5,23.0,23.0,24.25,25.75,25.5,22.75,23.25,22.75,22.75,23.5,26.75,28.5,27.75,23.75,23.5,23.5,23.25,23.5,25.5,28.5,28.0,24.0,24.25,23.25,23.75,24.0,24.0,25.5,26.5,24.75,24.25,24.0,24.25,23.75,24.0,24.25,24.75,
1630761918.416367,23.5,24.25,23.5,23.5,23.5,24.25,23.25,23.0,23.5,23.5,23.75,23.25,23.75,23.0,23.0,22.75,23.5,23.75,22.5,22.25,22.75,23.0,23.25,24.0,23.75,23.5,23.5,23.25,23.25,23.0,25.5,26.0,22.5,23.0,22.5,22.5,22.5,24.5,27.25,28.0,23.75,23.25,23.5,22.75,23.75,23.75,27.0,28.0,24.0,24.75,24.0,24.0,23.5,23.25,23.5,25.5,25.0,24.25,24.0,23.75,24.25,23.5,23.75,25.0,
1630761918.594364,24.25,24.25,23.5,23.5,23.25,23.75,22.75,23.25,23.25,23.5,23.5,23.5,23.5,23.5,23.0,23.0,22.75,23.5,22.75,22.5,22.75,22.75,23.25,23.5,23.5,23.25,23.0,23.25,23.0,23.25,24.0,26.0,23.0,22.5,22.75,23.0,22.75,23.0,26.75,27.5,23.25,23.5,23.25,23.25,23.5,23.5,24.25,27.0,24.75,24.25,23.75,24.0,23.5,23.0,24.0,24.5,24.0,25.0,23.75,24.0,24.5,23.75,23.75,24.75,
1630761918.77535,23.5,23.75,23.75,23.25,23.75,23.75,23.0,23.25,23.25,23.75,23.5,23.25,23.25,23.25,22.75,23.25,22.75,23.5,22.75,22.5,23.0,22.75,23.25,23.75,23.25,22.75,23.25,22.25,23.0,23.0,23.75,25.25,23.0,22.75,22.5,22.75,22.5,23.0,26.0,26.5,23.25,23.0,23.25,23.0,23.25,23.0,23.5,26.25,24.25,23.75,23.25,23.25,23.75,22.75,23.0,23.75,24.25,24.5,24.0,23.75,24.0,23.25,23.25,24.25,
1630761918.954577,23.75,24.25,23.5,23.25,23.0,23.5,23.0,22.75,23.75,23.5,23.25,23.75,23.5,23.25,22.5,22.75,23.0,23.25,22.5,22.75,23.0,23.0,23.0,23.25,23.5,23.0,23.0,23.0,23.0,23.25,23.25,25.5,22.5,22.75,22.75,23.0,22.75,23.0,26.25,27.0,23.75,23.25,23.5,23.25,23.75,23.25,23.25,24.75,24.25,23.75,23.75,23.5,23.75,22.75,23.5,23.25,24.25,24.5,23.75,24.5,24.0,23.5,23.25,24.25,
1630761919.134774,23.75,24.25,24.25,23.5,23.5,23.5,23.0,22.75,23.5,24.0,23.75,23.5,23.75,23.25,23.0,23.25,23.25,23.0,22.5,22.25,22.5,23.0,23.0,23.75,23.0,23.25,23.0,22.75,23.25,23.0,23.25,24.5,22.5,23.25,22.75,22.25,22.75,23.0,25.0,27.0,24.0,23.25,23.25,23.25,22.75,23.5,23.5,24.75,24.25,23.75,23.75,23.5,23.75,23.25,23.5,23.75,24.5,24.5,24.0,24.0,24.0,23.75,23.0,24.75,
1630761919.3139021,23.25,24.25,23.5,23.0,23.25,22.75,23.25,22.5,23.0,23.5,23.5,22.75,23.25,23.0,22.5,22.5,23.0,23.25,22.25,22.5,22.5,22.25,23.25,23.5,23.5,23.0,22.75,23.0,22.75,23.25,23.5,24.5,22.25,22.75,22.5,22.5,22.5,22.75,24.5,26.75,23.0,23.25,23.25,23.0,23.0,23.0,23.0,24.5,24.25,24.25,23.5,23.5,23.5,22.5,23.0,23.75,24.25,24.5,23.75,23.5,23.75,23.0,23.0,24.25,
1630761919.496584,24.0,24.0,24.0,23.0,23.75,24.0,23.25,23.25,23.25,23.5,23.25,23.5,23.75,23.0,23.25,23.0,22.5,23.0,22.25,22.25,23.0,22.5,23.25,23.5,23.5,23.0,23.0,22.75,23.0,23.0,23.5,25.5,23.25,22.75,22.75,22.25,22.75,23.0,24.75,27.5,23.75,24.0,23.25,23.0,23.25,23.75,23.25,25.0,24.25,23.75,23.25,23.5,23.75,23.0,23.25,24.0,24.75,24.75,23.75,24.25,24.25,23.5,23.75,24.5,
1630761919.6802309,23.5,24.0,24.0,23.75,23.75,23.75,23.0,22.75,23.25,23.5,23.75,23.75,23.75,23.0,22.75,23.5,22.5,23.5,22.5,22.5,23.25,23.25,23.0,24.25,23.0,22.75,22.75,23.0,23.25,23.25,23.5,26.75,23.0,22.75,22.25,22.5,22.75,23.25,24.75,27.25,23.5,23.5,23.0,23.25,23.25,23.0,23.5,26.25,24.5,24.5,23.5,23.75,23.5,22.75,23.75,23.75,24.25,25.0,24.0,23.75,24.0,23.5,23.25,24.0,
